Delta Averaged,Theta Averaged,Alpha Averaged,Beta Averaged,Gamma Averaged,Mean Delta 10sec,Median Delta 10sec,Sum Delta 10sec,STDEV Delta 10sec,Relaxed,Time Averaged,Funny/Happy
0.0296174542,0.20201115,0.123746245,0.268464894,0.376160265,0.02567678192,0.020286488,3.363658432,0.01471311449,0,134.8828433,1
0.0329042381,0.192884295,0.1236738115,0.272553875,0.377983769,0.0258242538,0.0204555878,3.382977247,0.01468778459,0,135.0137121,1
0.0350101515,0.191402533,0.1228267714,0.275529734,0.375230813,0.0259726145,0.0206073807,3.4024125,0.01468161596,0,135.1522503,1
0.0369825958,0.194132494,0.1209082858,0.279453611,0.368523039,0.02612031813,0.0206087545,3.421761675,0.01469439969,0,135.3780301,1
0.0382944927,0.205720563,0.1197043909,0.28189712,0.354383432,0.02626409854,0.0206577791,3.440596909,0.01472084665,0,135.5896263,1
0.039121864,0.208665353,0.1217920146,0.28925462,0.341166126,0.02640541999,0.0207732443,3.459110018,0.01475496143,0,135.7677255,1
0.0394032302,0.209803393,0.124877931,0.293593964,0.332321482,0.02654889975,0.0208749198,3.477905868,0.01478949323,0,135.9457171,1
0.0379294251,0.219458212,0.1248255175,0.295508613,0.322278231,0.0266938797,0.0213680901,3.496898241,0.01480738041,0,136.1717399,1
0.0363296689,0.233561043,0.130320114,0.294727779,0.305061407,0.02684676422,0.0216747218,3.516926113,0.01480264997,0,136.3580555,1
0.0357214471,0.249314095,0.138094082,0.293679522,0.283190843,0.02700991263,0.0220492999,3.538298555,0.01478160945,0,136.4888767,1
0.0351638741,0.263393592,0.144635001,0.292178611,0.264628926,0.02718017336,0.0222786451,3.56060271,0.01474577872,0,136.6007784,1
0.0339351118,0.273290279,0.149064947,0.290292691,0.253416984,0.02735153779,0.0228059147,3.583051451,0.01469233855,0,136.7157664,1
0.0314365863,0.280517596,0.151410713,0.287331663,0.249303441,0.02751312617,0.0229994684,3.604219528,0.01461923464,0,136.8318727,1
0.0313123128,0.302413074,0.157527161,0.274700657,0.23404679,0.02768123958,0.0237184648,3.626242385,0.01453443977,0,137.0169291,1
0.0353261113,0.342396625,0.166741235,0.251118197,0.204417812,0.02788668373,0.0238919151,3.653155569,0.01444995054,0,137.2272141,1
0.0407328887,0.385911634,0.169917216,0.224568595,0.178869661,0.02813605122,0.0251311891,3.68582271,0.01438699961,0,137.4258682,1
0.0459924327,0.421841209,0.161122893,0.20624795,0.164795519,0.02842234772,0.025434089,3.723327552,0.01436614594,0,137.5799563,1
0.0485103684,0.443155421,0.153201639,0.198621599,0.156510987,0.0287219598,0.0256198619,3.762576734,0.0143727355,0,137.8061661,1
0.0505756497,0.466729945,0.149996926,0.187016407,0.145681054,0.02903089547,0.0258960673,3.803047307,0.0144044093,0,137.9979181,1
0.054794201,0.489811733,0.143323646,0.172773422,0.139296998,0.02936666793,0.025937369,3.847033499,0.01448877972,0,138.1769938,1
0.0594989941,0.501211814,0.135195758,0.164108085,0.139985351,0.02973365521,0.0260184606,3.895108832,0.01463887828,0,138.3103151,1
0.0628181769,0.487415938,0.13512668,0.167219446,0.147419774,0.03012151147,0.0261274547,3.945918003,0.01483739927,0,138.4483438,1
0.0613110594,0.463471594,0.144031203,0.177643831,0.153542321,0.03049450737,0.0270772632,3.994780465,0.01500295476,0,138.5910649,1
0.0590479161,0.467076327,0.154271435,0.17833101,0.141273307,0.0308485545,0.0276506766,4.04116064,0.01512578224,0,138.7622078,1
0.0598029222,0.483224642,0.16462005,0.16996831,0.1223840706,0.03120791028,0.0277306337,4.088236247,0.01525064102,0,138.9194255,1
0.062818965,0.505563869,0.172059873,0.156449532,0.1031077482,0.03159191693,0.0280531169,4.138541118,0.01540882596,0,139.1236255,1
0.0676895326,0.527129047,0.173688071,0.142054392,0.0894389325,0.03201715926,0.028648237,4.194247863,0.01563058647,0,139.2744148,1
0.0741160516,0.541265279,0.169294435,0.132145615,0.0831786176,0.03249412171,0.0288525343,4.256729945,0.01595378447,0,139.40163,1
0.0819132179,0.538010975,0.160583619,0.134305917,0.0851862938,0.03302513644,0.0290218776,4.326292874,0.01642876352,0,139.5318367,1
0.0885990676,0.50568829,0.157240955,0.153503404,0.0949682937,0.03359128726,0.0295035175,4.400458632,0.01704933384,0,139.6630467,1
0.0864684915,0.464448121,0.161078675,0.181092579,0.1069121421,0.03411640408,0.0296174542,4.469248934,0.01760572919,0,139.7973409,1
0.0741968599,0.431669755,0.16738641,0.208630803,0.1181161525,0.03451733643,0.0300866911,4.521771073,0.01791553059,0,139.9306835,1
0.0583304425,0.404059747,0.17383482,0.233377269,0.130397689,0.03476492708,0.0313123128,4.554205448,0.01801928839,0,140.0602367,1
0.0464293169,0.376243327,0.180375924,0.253632631,0.143318812,0.03489413166,0.0313754182,4.571131247,0.01804193975,0,140.2368643,1
0.0402902194,0.355519259,0.181511551,0.267505023,0.155173955,0.03496218357,0.0314365863,4.580046048,0.01804537794,0,140.3816752,1
0.0357045762,0.348634804,0.171253825,0.280305925,0.164100874,0.03498126874,0.0314365863,4.582546205,0.01804482669,0,140.5259885,1
0.0306271574,0.343899131,0.162273629,0.291450064,0.171750011,0.0349328674,0.0313123128,4.576205629,0.01804796078,0,140.7056355,1
0.0257881572,0.329679088,0.160886554,0.298248973,0.185397226,0.03480762796,0.0306271574,4.559799263,0.01805410561,0,140.8808695,1
0.0222371908,0.321835346,0.159062086,0.296510756,0.200354626,0.03461151567,0.0300866911,4.534108553,0.01805002256,0,141.0142326,1
0.0195821403,0.33398037,0.151223475,0.285359631,0.209854383,0.03435161283,0.0296174542,4.500061281,0.01801917433,0,141.1560143,1
0.0184008356,0.355235055,0.140269099,0.271826857,0.21426814,0.03404234051,0.0290218776,4.459546607,0.01794184963,0,141.2923396,1
0.0186061135,0.376282533,0.130068307,0.26043412,0.214608915,0.03370099612,0.0288525343,4.414830492,0.01780535735,0,141.4249832,1
0.020135013,0.389386992,0.1213321849,0.254789154,0.214356669,0.03334882352,0.028648237,4.368695881,0.01761141905,0,141.5594287,1
0.0226401316,0.394228684,0.1145917685,0.25456476,0.21397465,0.03300815601,0.0280531169,4.324068437,0.01738037393,0,141.692376,1
0.0254371216,0.395349307,0.1101004215,0.255844238,0.2132689,0.03269871935,0.0277306337,4.283532234,0.01714825325,0,141.8628144,1
0.0276118687,0.386381789,0.1084887701,0.262578997,0.214938559,0.03242585315,0.0276506766,4.247786762,0.01693978201,0,142.0465209,1
0.0285753317,0.360584997,0.1083481281,0.276257278,0.22623425,0.03218322703,0.0276506766,4.216002742,0.01676331672,0,142.1982015,1
0.0301679581,0.323244638,0.111252678,0.289701763,0.245632975,0.0319898741,0.0276506766,4.190673507,0.01663794671,0,142.3482249,1
0.0332662261,0.295417306,0.116473453,0.294198583,0.260644446,0.03185865516,0.0276506766,4.173483826,0.01655878672,0,142.4964301,1
0.0360486856,0.294618695,0.1202933804,0.285337053,0.263702174,0.03177691054,0.0276506766,4.162775281,0.0165110354,0,142.6450296,1
0.0373847305,0.314387705,0.1208432276,0.269878458,0.257505883,0.03172562868,0.0276506766,4.156057358,0.01648286684,0,142.7823685,1
0.037901023,0.342687216,0.1170113759,0.253914942,0.248485446,0.03169400795,0.0276506766,4.151915042,0.01646688665,0,142.9205061,1
0.0391273983,0.370453027,0.1105587966,0.239656642,0.240204141,0.03168536699,0.0276506766,4.150783076,0.01646265388,0,143.0538462,1
0.0415871461,0.388448136,0.103972973,0.231960242,0.234031494,0.03171084483,0.0276506766,4.154120673,0.01647546852,0,143.1879884,1
0.0447733891,0.390115318,0.0978806785,0.235007189,0.232223411,0.03179390426,0.0276506766,4.165001458,0.01651393454,0,143.3309051,1
0.0475998494,0.374546676,0.096818205,0.247507753,0.23352755,0.03195056522,0.0277306337,4.185524044,0.01656610778,0,143.4764174,1
0.0489171882,0.350357536,0.1011858698,0.26346628,0.236073113,0.03213213773,0.0280531169,4.209310043,0.01662105107,0,143.6169408,1
0.0483656964,0.326235951,0.1076823855,0.277837772,0.239878179,0.0323018953,0.0285753317,4.231548285,0.0166727348,0,143.7563535,1
0.0467862284,0.317180134,0.112369727,0.280675495,0.242988405,0.03244735786,0.028648237,4.25060388,0.01671561654,0,143.9037963,1
0.0469975629,0.31940079,0.11731416,0.270316086,0.245971391,0.03258586953,0.028648237,4.268748908,0.0167607167,0,144.0634088,1
0.0491895334,0.32562594,0.122978202,0.257754219,0.244452084,0.0327398211,0.028648237,4.288916564,0.01682024557,0,144.2066278,1
0.0527418501,0.331364714,0.127839859,0.249333618,0.238719932,0.03292828471,0.0296174542,4.313605297,0.01690542675,0,144.3498813,1
0.0573875675,0.33073501,0.13299256,0.247940466,0.230944401,0.03316836256,0.0300866911,4.345055496,0.01702825301,0,144.5136984,1
0.0620674476,0.324159179,0.135133522,0.252795711,0.225844146,0.03346110289,0.0301679581,4.383404479,0.01719338252,0,144.6612817,1
0.065644134,0.311082902,0.135729084,0.261381713,0.226162173,0.03379388788,0.0306271574,4.426999313,0.01739155915,0,144.8029059,1
0.0671408371,0.2940627,0.136884847,0.269642515,0.232269078,0.0341308449,0.0313123128,4.471140681,0.01760708963,0,144.9373446,1
0.0651689946,0.27853035,0.138315078,0.274089146,0.243896433,0.03443416479,0.0314365863,4.510875587,0.01779734843,0,145.0977593,1
0.060386129,0.260967268,0.136590144,0.283907311,0.258149162,0.03467643877,0.0323147492,4.542613479,0.01793348129,0,145.2796466,1
0.0582162565,0.247268695,0.129943278,0.298722317,0.265849455,0.0348741602,0.0329042381,4.568514986,0.01804965199,0,145.4207716,1
0.0575627693,0.250887196,0.1241795865,0.305663429,0.261707024,0.03503598784,0.0329042381,4.589714407,0.01815781596,0,145.5643416,1
0.0601434636,0.264649453,0.1188619231,0.304542212,0.251802927,0.03518343922,0.0329042381,4.609030538,0.01828320245,0,145.7644597,1
0.0665686546,0.275217229,0.1148950775,0.302344841,0.240974224,0.03534294551,0.0329042381,4.629925862,0.01846565938,0,145.942657,1
0.0729782716,0.281224176,0.1131220446,0.300720225,0.23195527,0.03551558862,0.0329042381,4.652542109,0.0187112503,0,146.1116259,1
0.0753011727,0.28649634,0.1103147824,0.296592017,0.231295699,0.03567529021,0.0329042381,4.673463017,0.01896111223,0,146.2852321,1
0.0715272525,0.294444587,0.105110984,0.293688996,0.235228198,0.03581438606,0.0329042381,4.691684574,0.01915726182,0,146.4424161,1
0.0637815197,0.300636527,0.099614367,0.295976219,0.239991354,0.03593231755,0.0329042381,4.707133599,0.01928206103,0,146.5770905,1
0.0571590938,0.299132734,0.0963943289,0.304394702,0.242919147,0.03602266329,0.0329042381,4.718968891,0.01935399598,0,146.7229956,1
0.0544731386,0.295563062,0.0942403559,0.311985474,0.243737969,0.03610903747,0.0329042381,4.730283909,0.01941124948,0,146.9049646,1
0.0541470582,0.302076755,0.0922566079,0.311747614,0.239771956,0.03621558086,0.0329042381,4.744241093,0.019472029,0,147.0914816,1
0.0547528621,0.315124046,0.0902662175,0.304421083,0.235435786,0.03635431328,0.0329042381,4.76241504,0.01953926347,0,147.2960367,1
0.0537552668,0.323369193,0.0909373315,0.295847994,0.23609021,0.03651149895,0.0329042381,4.783006363,0.01959614253,0,147.4821377,1
0.049497435,0.327914593,0.0960622962,0.291240979,0.235284691,0.03665967257,0.0332662261,4.802417107,0.01962055918,0,147.6646602,1
0.046538613,0.340086838,0.1032642544,0.285608615,0.224501676,0.03680385529,0.0339351118,4.821305043,0.01962324615,0,147.9336024,1
0.0475118037,0.352701858,0.1077948802,0.279147419,0.212844052,0.03697096935,0.0350101515,4.843196985,0.01962048628,0,148.1048746,1
0.0498673882,0.358322893,0.1075384345,0.277738567,0.206532719,0.0371692554,0.0351638741,4.869172458,0.01961854657,0,148.2181505,1
0.0533274307,0.347738277,0.1062189131,0.284043478,0.208671901,0.03740626903,0.0353261113,4.900221243,0.01962481855,0,148.3267146,1
0.0577395432,0.323344876,0.1072484359,0.295193047,0.216474101,0.03768767837,0.0357045762,4.937085867,0.0196502374,0,148.437866,1
0.0612085209,0.321201857,0.1127503935,0.291275619,0.213563611,0.03800176324,0.0357214471,4.978230985,0.01969514383,0,148.5674812,1
0.064949308,0.348673219,0.1210998652,0.271418458,0.193859124,0.03834645351,0.0360486856,5.023385409,0.01976904052,0,148.7528967,1
0.070376023,0.39148563,0.128917064,0.244951665,0.164269608,0.03873188143,0.0363296689,5.073876468,0.01989811573,0,148.9895773,1
0.0768653556,0.435020168,0.132298318,0.217143098,0.138673064,0.03916439252,0.0369825958,5.13053542,0.02010702406,0,149.1952221,1
0.0831122121,0.461982789,0.131698958,0.194625354,0.128580694,0.0396439782,0.0373847305,5.193361144,0.02040039958,0,149.3810455,1
0.0810307495,0.466176444,0.134001872,0.186947216,0.13184374,0.04011205247,0.037901023,5.254678874,0.02064160099,0,149.5604581,1
0.0761210824,0.481180784,0.137959291,0.177806479,0.12693235,0.04054943121,0.0379294251,5.311975488,0.02079353978,0,149.7568995,1
0.0785703101,0.504653991,0.138972636,0.165422811,0.1123802535,0.04101313166,0.0382944927,5.372720247,0.02095954229,0,149.9382074,1
0.0841827812,0.530816647,0.135707044,0.153046998,0.0962465236,0.04153030938,0.039121864,5.440470529,0.02118302766,0,150.1378809,1
0.0922243699,0.553370459,0.1263892196,0.142753794,0.0852621476,0.04211558776,0.0391273983,5.517141996,0.02151633974,0,150.3298601,1
0.0995478013,0.563511438,0.1159918074,0.139218712,0.0817302364,0.04275722734,0.0394032302,5.601196782,0.02196494389,0,150.5197673,1
0.101669554,0.564956249,0.1080216105,0.14160041,0.08375219,0.04341345773,0.0402902194,5.687162962,0.02242971525,0,150.6979139,1
0.1025771118,0.559132543,0.0985818856,0.147712716,0.0919957514,0.04407524514,0.0407328887,5.773857114,0.02288550313,0,150.8723312,1
0.1000061902,0.546046319,0.094120802,0.157327786,0.102498898,0.04471778819,0.0415871461,5.858030253,0.02326495833,0,151.0501971,1
0.0872227355,0.538869184,0.0969059261,0.168007804,0.1089943321,0.04526675227,0.0447733891,5.929944548,0.02341364817,0,151.2515007,1
0.0699679285,0.53024802,0.1021849314,0.182575534,0.115023582,0.04569212565,0.0459924327,5.985668461,0.02335180674,0,151.4210507,1
0.0569283932,0.509026446,0.1080798286,0.20234704,0.123618284,0.04602912419,0.0464293169,6.029815269,0.02319120634,0,151.6187447,1
0.0507358904,0.476729712,0.114079154,0.2211204,0.137334842,0.04632690751,0.046538613,6.068824884,0.02299699287,0,151.828903,1
0.0508651389,0.43144209,0.1191737764,0.242630257,0.155888732,0.04662563946,0.0467862284,6.107958769,0.02279744659,0,152.0277149,1
0.0541311887,0.382654431,0.1253132734,0.264647387,0.173253723,0.04694382239,0.0469975629,6.149640733,0.02260685868,0,152.2152693,1
0.0577971807,0.353920356,0.130667104,0.278206767,0.179408587,0.04728446668,0.0475118037,6.194265135,0.02242958531,0,152.4056507,1
0.060511443,0.348348686,0.137429507,0.281794958,0.171915388,0.04764406898,0.0475998494,6.241373036,0.02225919246,0,152.609096,1
0.0608253773,0.359543455,0.145594549,0.277347854,0.156688768,0.04801140697,0.0483656964,6.289494313,0.02207445149,0,152.8003606,1
0.0602822836,0.378441335,0.152982637,0.265160911,0.143132826,0.0483750717,0.0485103684,6.337134393,0.02187883627,0,152.9955012,1
0.0597009071,0.399352925,0.155629802,0.251754353,0.13356203,0.04872854327,0.0489171882,6.383439169,0.02168254044,1,153.1953631,0
0.0570521123,0.404396162,0.154064454,0.252960028,0.131527272,0.04905347083,0.0491895334,6.426004679,0.02148347726,1,153.3829636,0
0.0527138336,0.379717386,0.159758325,0.270562921,0.137247519,0.04933587866,0.049497435,6.463000105,0.02128413952,1,153.5515231,0
0.0518553417,0.338711587,0.168307936,0.294531662,0.146593471,0.04960114963,0.0498673882,6.497750602,0.02109505725,1,153.7303581,0
0.0545312455,0.30340472,0.173160931,0.314835917,0.15406718,0.04987277577,0.0505756497,6.533333626,0.02092573421,1,153.9166612,0
0.0576534525,0.288742559,0.173960312,0.324536268,0.155107375,0.05015518549,0.0507358904,6.5703293,0.02077753978,1,154.1173837,0
0.0590695392,0.280088708,0.174421567,0.331223823,0.155196389,0.05044298282,0.0508651389,6.608030749,0.02063636059,1,154.3206534,0
0.0569819363,0.263644401,0.18308365,0.339067754,0.15722227,0.05071938504,0.0518553417,6.644239441,0.02047778826,1,154.5165379,0
0.0536676151,0.246751499,0.190893586,0.347679495,0.161007804,0.05098073065,0.0527138336,6.678475715,0.02029304133,1,154.6963175,0
0.0543376109,0.257469117,0.193004047,0.334542679,0.160646542,0.05125680082,0.0527418501,6.714640907,0.02008824333,1,154.9087612,0
0.0591681167,0.296186299,0.200499424,0.298718327,0.145427835,0.05157322568,0.0533274307,6.756092565,0.01988126209,1,155.1190099,0
0.0658190726,0.341872511,0.205792615,0.260707195,0.1258085914,0.05193594273,0.0536676151,6.803608498,0.01970224633,1,155.3163856,0
0.0731526375,0.386000064,0.203676219,0.225646246,0.1115248276,0.05234701222,0.0537552668,6.857458601,0.01957751439,1,155.5097318,0
0.0806629898,0.421999483,0.19244671,0.198380634,0.106510175,0.05280949017,0.0541311887,6.918043212,0.01952489335,1,155.6931068,0
0.0853442119,0.438641563,0.173918198,0.187553894,0.1145421156,0.05330482318,0.0541470582,6.982931836,0.01952087275,1,155.8882298,0
0.0761938834,0.441823913,0.161462729,0.189953812,0.1305656556,0.05373228861,0.0543376109,7.038929808,0.01940304364,1,156.0710437,0
0.0671083754,0.434700757,0.155783825,0.197537695,0.144869389,0.05409883519,0.0544731386,7.08694741,0.01919604081,1,156.265233,0
0.0631300719,0.429054682,0.152747249,0.20486933,0.150198662,0.0544270672,0.0545312455,7.129945803,0.01897713601,1,156.4531471,0
0.0607541277,0.430380064,0.154619646,0.20744973,0.146796445,0.05471674822,0.0547528621,7.167894016,0.01877933835,1,156.6406009,0
0.0586410687,0.439518714,0.156462184,0.205448004,0.139930014,0.05496577576,0.054794201,7.200516624,0.01861139974,1,156.8233699,0
0.0558059962,0.450333723,0.156384313,0.204000288,0.133475669,0.05516568829,0.0558059962,7.226705166,0.01847719575,1,156.9567222,0
0.0522708891,0.457075675,0.154483466,0.205909583,0.130260395,0.05531352532,0.0558059962,7.246071817,0.01837490424,1,157.0803827,0
0.0482370131,0.455357377,0.152401893,0.212578508,0.131425201,0.05541449373,0.0558059962,7.259298679,0.0182986629,1,157.2104435,0
0.0440866919,0.445892528,0.154738402,0.221621268,0.133661103,0.05546872347,0.0558059962,7.266402775,0.01825409064,1,157.3329148,0
0.04164187,0.428399737,0.163279634,0.231355737,0.135323005,0.05549427597,0.0558059962,7.269750152,0.01823219456,1,157.4589768,0
0.0402170165,0.409197132,0.17463267,0.239737004,0.136216166,0.05550263592,0.0558059962,7.270845305,0.01822487924,1,157.5835379,0
0.0389643905,0.391348112,0.184537672,0.247435707,0.137714121,0.05549928599,0.0558059962,7.270406465,0.01822790132,1,157.7065968,0
0.0382964386,0.368621044,0.19104099,0.258549542,0.143492011,0.05550208762,0.0558059962,7.270773479,0.01822520807,1,157.8287513,0
0.0388540262,0.346303072,0.189925874,0.271838451,0.153078587,0.05552135753,0.0558059962,7.273297836,0.01820610524,1,157.9571123,0
0.0396727245,0.330937457,0.181297531,0.285150725,0.162941571,0.05555151995,0.0558059962,7.277249113,0.01817629868,1,158.0933331,0
0.0383682361,0.324305279,0.173436758,0.296971039,0.166918674,0.05557598073,0.0558059962,7.280453475,0.01815078916,1,158.223444,0
0.0331107933,0.324744433,0.173030099,0.307322206,0.161792487,0.05556968822,0.0558059962,7.279629157,0.01815849058,1,158.3536473,0
0.0272036933,0.327695604,0.178180293,0.315018465,0.151901932,0.05553737606,0.0558059962,7.275396264,0.01820546995,1,158.487482,0
0.0248233332,0.329468518,0.184332391,0.318589567,0.142786188,0.05548784186,0.0558059962,7.268907284,0.0182805624,1,158.6307036,0
0.0245387547,0.331355096,0.18856375,0.318635133,0.136907248,0.05540549563,0.0558059962,7.258119928,0.0183960128,1,158.7815989,0
0.0253554101,0.335801097,0.186983301,0.317044159,0.134816022,0.0552881103,0.0558059962,7.242742449,0.01853886655,1,158.9243161,0
0.0269341879,0.338286017,0.178412844,0.319519593,0.136847347,0.05514262751,0.0558059962,7.223684204,0.01868656595,1,159.077334,0
0.0277185703,0.331220233,0.169531858,0.330478983,0.141050357,0.0549839115,0.0558059962,7.202892406,0.01883107072,1,159.2211156,0
0.0264010614,0.319043865,0.16644219,0.343102582,0.145010303,0.05479937266,0.0558059962,7.178717818,0.01899236376,1,159.3589389,0
0.0237551826,0.309969442,0.16620921,0.351954217,0.148111946,0.05456243358,0.0558059962,7.1476788,0.01918506469,1,159.5000801,0
0.0211186934,0.303546647,0.168323283,0.357321955,0.149689422,0.05426945419,0.0547528621,7.109298499,0.01940093999,1,159.6226756,0
0.0189782483,0.296437233,0.175516138,0.359198059,0.149870329,0.05393479825,0.0545312455,7.06545857,0.01962911078,1,159.7565523,0
0.0181263158,0.285915881,0.185132973,0.359366043,0.151458784,0.05360514371,0.0544731386,7.022273827,0.0198654824,1,159.896014,0
0.0180607002,0.275986658,0.193025348,0.356598528,0.156328784,0.0532922642,0.0543376109,6.981286611,0.02010048229,1,160.0276562,0
0.0183334249,0.262753986,0.197028961,0.359491999,0.162391642,0.05297570316,0.0541470582,6.939817113,0.02032248179,1,160.1596023,0
0.0188520134,0.245019071,0.200252344,0.367383724,0.168492875,0.05264007757,0.0541311887,6.895850162,0.02052075958,1,160.3056123,0
0.0193677581,0.225150625,0.2049834,0.375953459,0.174544768,0.05227120906,0.0537552668,6.847528387,0.02068182802,1,160.4386722,0
0.019592265,0.206541803,0.209241561,0.382845722,0.181778658,0.05185499695,0.0536676151,6.793004601,0.02078719356,1,160.5561565,0
0.019524329,0.191004656,0.210745426,0.390053057,0.188672528,0.05137874589,0.0533274307,6.730615712,0.02080791765,1,160.6856563,0
0.019421997,0.18134044,0.208314463,0.395484112,0.195438976,0.05085067665,0.0527418501,6.661438641,0.02073372911,1,160.8267807,0
0.0195292419,0.176466744,0.205399116,0.396672136,0.20193276,0.05033969001,0.0527138336,6.594499392,0.02067394801,1,160.9582821,0
0.0195182635,0.173790039,0.20966013,0.392517262,0.204514295,0.04992229615,0.0522708891,6.539820795,0.02074043796,1,161.0779666,0
0.0193412079,0.172789506,0.223043428,0.384057297,0.200768559,0.0496246684,0.0518553417,6.500831561,0.02089800348,1,161.2133431,0
0.0203926291,0.182318927,0.238924669,0.365484474,0.192879291,0.04942591506,0.0518553417,6.474794873,0.02105187337,1,161.3524863,0
0.023212042,0.205959902,0.256775153,0.334276523,0.179776376,0.04929554729,0.0518553417,6.457716695,0.02116147773,1,161.4974015,0
0.0271118954,0.241322076,0.275030046,0.297963042,0.158572936,0.04922995431,0.0518553417,6.449124015,0.02121717274,1,161.6448997,0
0.0316777736,0.282548293,0.289201192,0.262028716,0.134544032,0.04923797428,0.0518553417,6.450174631,0.02121028434,1,161.7837531,0
0.0367581839,0.326197967,0.296335827,0.227389121,0.113318909,0.04932171494,0.0518553417,6.461144658,0.02113852365,1,161.9175705,0
0.0423462917,0.369732328,0.295494791,0.195701926,0.0967246634,0.04947521953,0.0518553417,6.481253758,0.02101296887,1,162.0589955,0
0.0484579837,0.409795066,0.284873036,0.170486795,0.0863871245,0.04969564582,0.0518553417,6.510129602,0.02084778267,1,162.2006184,0
0.0543173321,0.440783574,0.264190207,0.157571754,0.0831371435,0.04996981754,0.0522708891,6.546046098,0.02066845479,1,162.3392538,0
0.0571732792,0.456289873,0.243774785,0.15726111,0.0855009535,0.05026422339,0.0527138336,6.584613264,0.02049219487,1,162.4752916,0
0.053189257,0.457262428,0.233454854,0.16378023,0.092313247,0.05051654586,0.0527418501,6.617667508,0.02032114335,1,162.6159463,0
0.0465060465,0.450850018,0.230677634,0.170367537,0.1015987355,0.05069872842,0.0527418501,6.641533423,0.02017576505,1,162.753267,0
0.0449050003,0.428625734,0.237567652,0.179199109,0.1097025315,0.05084733818,0.0527418501,6.661001302,0.02005962647,1,162.8924007,0
0.0432665686,0.406822657,0.248114438,0.186902835,0.1148935052,0.05096683971,0.0527418501,6.676656002,0.01996655474,1,163.0263576,0
0.0388676741,0.397754346,0.257464431,0.18762212,0.1182914335,0.05104540721,0.0527418501,6.686948344,0.01989789931,1,163.1693015,0
0.0317568781,0.391944575,0.266207049,0.187292288,0.1227992167,0.05105753637,0.0527418501,6.688537264,0.0198855556,1,163.3124253,0
0.0269193884,0.39302205,0.26905013,0.184940334,0.126068106,0.05100908722,0.0527418501,6.682190426,0.01993690119,1,163.4492549,0
0.0249932706,0.400867659,0.265372269,0.180707815,0.128058985,0.05092469474,0.0527418501,6.671135011,0.02002392413,1,163.585288,0
0.024520208,0.412733786,0.255951186,0.176964687,0.129830126,0.05082649228,0.0527418501,6.658270489,0.02012214296,1,163.7208271,0
0.0249044733,0.426025088,0.240760661,0.175677095,0.132632707,0.05072728198,0.0527418501,6.645273939,0.02021817095,1,163.8560652,0
0.0253270837,0.433196968,0.219260344,0.183257886,0.138957754,0.05062193606,0.0527418501,6.631473624,0.02031479865,1,163.9922042,0
0.0246318626,0.424926915,0.200779549,0.199353603,0.150308077,0.05049250642,0.0527418501,6.614518341,0.02042650949,1,164.1259444,0
0.0228934454,0.41008677,0.190627693,0.214964302,0.161427791,0.05032548395,0.0527418501,6.592638397,0.02056263286,1,164.269024,0
0.0204582858,0.390777456,0.189898821,0.228776004,0.170089414,0.05011829644,0.0527418501,6.565496834,0.02072639346,1,164.4055826,0
0.0188604384,0.36416749,0.191870911,0.247272622,0.177828546,0.0498888556,0.0527418501,6.535440084,0.02090538299,1,164.5372321,0
0.0177674893,0.333751316,0.191410665,0.27017168,0.186898851,0.0496552815,0.0527418501,6.504841877,0.02109262907,1,164.6836338,0
0.016999325,0.313425609,0.185932949,0.289834359,0.193807781,0.04942790056,0.0527418501,6.475054973,0.02128348533,1,164.8237551,0
0.0172089502,0.300947809,0.176696447,0.306660059,0.19848674,0.04920050657,0.0527418501,6.445266361,0.0214679829,1,164.9748461,0
0.0184920847,0.290060609,0.169171512,0.319632481,0.202643345,0.0489661749,0.0527418501,6.414568912,0.02163499149,1,165.117365,0
0.0203482689,0.27605838,0.171031911,0.327867518,0.20469393,0.04871889565,0.0527138336,6.382175331,0.02177616727,1,165.265776,0
0.0219648035,0.26511279,0.178695296,0.334360713,0.199866402,0.04844849288,0.0522708891,6.346752567,0.02188734216,1,165.4079964,0
0.0232779381,0.262459815,0.186282485,0.337651403,0.190328354,0.04815238975,0.0518553417,6.307963057,0.02196392887,1,165.5362556,0
0.0245169448,0.273004681,0.189712503,0.33493507,0.177830776,0.04783844174,0.0508651389,6.266835868,0.02200587398,1,165.6806685,0
0.0261268306,0.292441271,0.193737174,0.32399393,0.16370075,0.04752535772,0.0507358904,6.225821862,0.02202089469,1,165.8215188,0
0.0286261206,0.310839298,0.203532531,0.307216847,0.149785221,0.04724640448,0.0498673882,6.189278988,0.02202712731,1,165.9598581,0
0.0316155039,0.325969391,0.216356907,0.289964012,0.136094204,0.04702678139,0.049497435,6.160508362,0.02203853581,1,166.0971944,0
0.0346308245,0.340840311,0.228328216,0.273691859,0.1225087875,0.04684673993,0.0484579837,6.13692293,0.02204276035,1,166.2312454,0
0.0374286717,0.355000935,0.236823391,0.259695551,0.1110514548,0.04669304453,0.0482370131,6.116788833,0.02203765992,1,166.3634919,0
0.0399543317,0.366919174,0.24030815,0.249157187,0.1036611469,0.04653892901,0.0475118037,6.096599701,0.02201345465,1,166.4920564,0
0.0422279183,0.37122902,0.236790149,0.248063392,0.1016895192,0.04635312187,0.046538613,6.072258965,0.0219457121,1,166.6319803,0
